Subject Name,Subject Code,Subject Type,Primary Info,Credits,URL
Nonlinear Systems Theory,ELEN90028,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/elen90028
Why Tax Systems Differ Between Countries,LAWS90163,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90163
Galapagos at Shenzhen Biennale,ABPL90436,Quotas apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90436
International Criminal Justice Clinic,LAWS90060,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90060
Finance Research Essay,FNCE40006,Requisites apply,"Offered Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/fnce40006
Research Project (MMus),MUSI70021,Subject,"Offered Time-based Research, 2024",Masters time-based research,https://handbook.unimelb.edu.au/2024/subjects/musi70021
Sensor Networks and Applications,COMP90017,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp90017
Orchestra Administration,MUSI90253,Requisites apply,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi90253
"Business, Governance & Ethics in Asia",BUSA90030,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90030
The Architecture of Wishful Thinking,ABPL90124,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90124
Institutions in International Law,LAWS50045,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50045
Health Communication Skills 2,PAED90016,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/paed90016
Travelling Design & Performance Studio,DPSS20009,Quotas apply,Not offered in 2024,"Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/dpss20009
Master Thesis in Vet Science (Clinical),VETS90027,Requisites apply,"Offered Time-based Research, 2024","Masters time-based research, 0 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90027
Business Risk Management,MULT90014,Subject,"Offered Winter Term, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mult90014
Physics Research Project Pt 4,PHYC90046,Requisites apply,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/phyc90046
Physics Research Project Pt1,PHYC40010,Requisites apply,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024","Undergraduate Level 4, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/phyc40010
GeoDesign Models & Applications,ABPL90374,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90374
Thesis Workshop 2,FNCE90091,Requisites apply,"Offered Semester 1 (Early-Start), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fnce90091
Energy Efficiency Technology,ENEN90011,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/enen90011
Immersive Business Experience,BUSA90534,Requisites apply,"Offered July, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90534
Doing Business in Australia,BUSA90478,Subject,"Offered Summer Term, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90478
Flexible Urban Modelling,ABPL90304,Quotas apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90304
Independent Study Project,NURS90026,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90026
Sustainability Reporting & Management,ACCT90031,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/acct90031
Screen & Cultural Studies Thesis Part 2,SCRN40018,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/scrn40018
Korean 6,KORE20006,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/kore20006
Animal Production Systems 2,VETS30032,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets30032
Biomedical Advanced Coursework,MEDI40006,Requisites apply,"Offered Semester 1, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi40006
Property Securitisation,ABPL90034,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90034
Research Project B (SBS) Part 2,BMSC90038,Requisites apply,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024","Graduate coursework, 50 credit points",https://handbook.unimelb.edu.au/2024/subjects/bmsc90038
Collaborative Production,FLTV30021,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv30021
Veterinary Professional Practice 1,VETS90132,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90132
Programming Language Implementation,COMP90045,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp90045
Insurance Risk Models II,ACTL90014,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/actl90014
Corporate Strategy,BUSA90055,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90055
PhD Research,ISYS80001,Subject,"Offered Time-based Research, 2024","Doctorate time-based research, 0 credit points",https://handbook.unimelb.edu.au/2024/subjects/isys80001
MPhil Research,GEOM90026,Subject,"Offered Time-based Research, 2024","Masters time-based research, 0 credit points",https://handbook.unimelb.edu.au/2024/subjects/geom90026
Research Methods,CHEN90034,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chen90034
Advanced Mental Health and Ageing,PSYT90095,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyt90095
Climate Science Industry Project,ATOC90018,Requisites apply,"Offered Year Long, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/atoc90018
Industry Research Project,CHEM70002,Subject,"Offered Time-based Research, 2024",Masters time-based research,https://handbook.unimelb.edu.au/2024/subjects/chem70002
Design Research,ABPL90305,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90305
Musculoskeletal Clinical Practice,PHTY90098,Requisites apply,"Offered Semester 1 (Extended), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phty90098
Global Lawyer,LAWS50071,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50071
Community Mental Health,NURS90013,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90013
MPhil Research,BMEN70001,Subject,"Offered Time-based Research, 2024",Masters time-based research,https://handbook.unimelb.edu.au/2024/subjects/bmen70001
PhD Research,LING80001,Subject,"Offered Time-based Research, 2024","Doctorate time-based research, 0 credit points",https://handbook.unimelb.edu.au/2024/subjects/ling80001
Actuarial Practice and Control III,ACTL90009,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/actl90009
First 1000 Days in Indigenous Contexts,POPH90290,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90290
COVID-19 Assistance Project,LAWS90198,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90198
Managing IT Outsourcing,ISYS90055,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/isys90055
Statistical Modelling,MAST90084,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mast90084
Product Management,BUSA90299,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90299
Intro to Human Genetics & Genomics,GENE90023,Subject,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/gene90023
PhD Research,GEOM80002,Subject,"Offered Time-based Research, 2024","Doctorate time-based research, 0 credit points",https://handbook.unimelb.edu.au/2024/subjects/geom80002
Physics Research Project Pt 5,PHYC90054,Subject,Not offered in 2024,"Graduate coursework, 37.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phyc90054
MPhil Research,MEDI70021,Subject,"Offered Time-based Research, 2024",Masters time-based research,https://handbook.unimelb.edu.au/2024/subjects/medi70021
Applied Research Essay,ACCT90027,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/acct90027
Supply Chain Analytics,BUSA90521,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90521
Introduction to Data Analytics,MGMT90215,Subject,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/mgmt90215
Applied concepts in Acute&Critical Care,NURS90007,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90007
Music Theatre Global Views,MUST30019,Requisites apply,Not offered in 2024,"Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/must30019
Industrial Organisation,ECON40007,Requisites apply,Not offered in 2024,"Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/econ40007
Performance Metrics,BUSA90494,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/busa90494
Dental Procedural Skills 1 PT1,DENT90135,Subject,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/dent90135
Financial Economics,ECON40015,Requisites apply,Not offered in 2024,"Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/econ40015
Economics For Public Policy,ECON90029,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/econ90029
Languages of the Screen,FLTV30009,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv30009
Advanced Financial Mathematics,ACTL40004,Requisites apply,"Offered Semester 1, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/actl40004
Physics Research Project Pt 2,PHYC90034,Subject,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/phyc90034
Behavioural Research in Accounting,ACCT90039,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/acct90039
Interdisciplinary Industry Project 1,ARTS90026,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/arts90026
Leadership in Professional Practice,PHTY90111,Requisites apply,"Offered Semester 1 (Early-Start), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phty90111
Breast Ultrasound,MEDI90116,Requisites apply,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90116
DRFS Research Report Part 1,FNCE90071,Requisites apply,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fnce90071
Graduate French A,FREN90003,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fren90003
Advanced Microeconomics,ECON90063,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/econ90063
Landscape Architecture Design Thesis,ABPL90375,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90375
Writing for the Media,MECM40011,Subject,"Offered Semester 1, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mecm40011
Microbiology in Agriculture,AGRI20044,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/agri20044
Human Nutrition Research Project Part 1,NUTR40001,Subject,"Offered Semester 1 (Extended), 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nutr40001
Advanced Econometric Techniques,ECOM90005,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ecom90005
Constructed Ecologies,ABPL90263,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90263
Principles of Medicine & Surgery 3 PtA,VETS90056,Requisites apply,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90056
Broadband Access Networking and Design,ELEN90016,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/elen90016
Nursing Science 2,NURS90125,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90125
